date,score,country,term,translated_term,score_difference,date_str
15.03.2020,59,uk,beans,bean,1.0,15.03.2020
22.03.2020,73,uk,beans,bean,14.0,22.03.2020
29.03.2020,82,uk,beans,bean,26.0,29.03.2020
04.05.2020,89,uk,beans,bean,32.0,04.05.2020
04.12.2020,92,uk,beans,bean,37.0,04.12.2020
19.04.2020,93,uk,beans,bean,38.0,19.04.2020
26.04.2020,100,uk,beans,bean,41.0,26.04.2020
05.03.2020,95,uk,beans,bean,36.0,05.03.2020
05.10.2020,91,uk,beans,bean,35.0,05.10.2020
17.05.2020,92,uk,beans,bean,35.0,17.05.2020
24.05.2020,89,uk,beans,bean,35.0,24.05.2020
31.05.2020,86,uk,beans,bean,31.0,31.05.2020
06.07.2020,80,uk,beans,bean,21.0,06.07.2020
14.06.2020,78,uk,beans,bean,21.0,14.06.2020
21.06.2020,73,uk,beans,bean,24.0,21.06.2020
28.06.2020,76,uk,beans,bean,23.0,28.06.2020
07.05.2020,71,uk,beans,bean,18.0,07.05.2020
07.12.2020,75,uk,beans,bean,22.0,07.12.2020
19.07.2020,73,uk,beans,bean,16.0,19.07.2020
26.07.2020,67,uk,beans,bean,9.0,26.07.2020
08.02.2020,76,uk,beans,bean,18.0,08.02.2020
08.09.2020,70,uk,beans,bean,10.0,08.09.2020
16.08.2020,72,uk,beans,bean,16.0,16.08.2020
23.08.2020,68,uk,beans,bean,8.0,23.08.2020
30.08.2020,62,uk,beans,bean,-2.0,30.08.2020
09.06.2020,62,uk,beans,bean,1.0,09.06.2020
13.09.2020,65,uk,beans,bean,7.0,13.09.2020
20.09.2020,65,uk,beans,bean,4.0,20.09.2020
27.09.2020,63,uk,beans,bean,6.0,27.09.2020
10.04.2020,60,uk,beans,bean,3.0,10.04.2020
10.11.2020,59,uk,beans,bean,5.0,10.11.2020
18.10.2020,60,uk,beans,bean,6.0,18.10.2020
25.10.2020,62,uk,beans,bean,8.0,25.10.2020
11.01.2020,57,uk,beans,bean,4.0,11.01.2020
11.03.2019,91,ger,coffee,kaffee,7.0,11.03.2019
11.10.2019,91,ger,coffee,kaffee,0.0,11.10.2019
17.11.2019,92,ger,coffee,kaffee,4.0,17.11.2019
24.11.2019,87,ger,coffee,kaffee,-2.0,24.11.2019
12.01.2019,93,ger,coffee,kaffee,10.0,12.01.2019
12.08.2019,94,ger,coffee,kaffee,9.0,12.08.2019
15.12.2019,93,ger,coffee,kaffee,2.0,15.12.2019
22.12.2019,100,ger,coffee,kaffee,13.0,22.12.2019
29.12.2019,95,ger,coffee,kaffee,4.0,29.12.2019
01.05.2020,96,ger,coffee,kaffee,10.0,01.05.2020
01.12.2020,94,ger,coffee,kaffee,6.0,01.12.2020
19.01.2020,99,ger,coffee,kaffee,12.0,19.01.2020
26.01.2020,93,ger,coffee,kaffee,-2.0,26.01.2020
02.02.2020,94,ger,coffee,kaffee,8.0,02.02.2020
02.09.2020,97,ger,coffee,kaffee,8.0,02.09.2020
16.02.2020,95,ger,coffee,kaffee,8.0,16.02.2020
23.02.2020,87,ger,coffee,kaffee,-3.0,23.02.2020
03.01.2020,90,ger,coffee,kaffee,0.0,03.01.2020
03.08.2020,78,ger,coffee,kaffee,-15.0,03.08.2020
15.03.2020,64,ger,coffee,kaffee,-25.0,15.03.2020
22.03.2020,73,ger,coffee,kaffee,-16.0,22.03.2020
29.03.2020,83,ger,coffee,kaffee,0.0,29.03.2020
04.05.2020,81,ger,coffee,kaffee,-5.0,04.05.2020
04.12.2020,87,ger,coffee,kaffee,0.0,04.12.2020
19.04.2020,84,ger,coffee,kaffee,6.0,19.04.2020
26.04.2020,83,ger,coffee,kaffee,-5.0,26.04.2020
05.03.2020,92,ger,coffee,kaffee,4.0,05.03.2020
05.10.2020,89,ger,coffee,kaffee,4.0,05.10.2020
17.05.2020,96,ger,coffee,kaffee,16.0,17.05.2020
24.05.2020,92,ger,coffee,kaffee,13.0,24.05.2020
31.05.2020,93,ger,coffee,kaffee,17.0,31.05.2020
06.07.2020,95,ger,coffee,kaffee,15.0,06.07.2020
14.06.2020,89,ger,coffee,kaffee,12.0,14.06.2020
21.06.2020,91,ger,coffee,kaffee,23.0,21.06.2020
28.06.2020,93,ger,coffee,kaffee,15.0,28.06.2020
07.05.2020,92,ger,coffee,kaffee,13.0,07.05.2020
07.12.2020,93,ger,coffee,kaffee,9.0,07.12.2020
19.07.2020,93,ger,coffee,kaffee,15.0,19.07.2020
26.07.2020,95,ger,coffee,kaffee,12.0,26.07.2020
08.02.2020,90,ger,coffee,kaffee,6.0,08.02.2020
08.09.2020,90,ger,coffee,kaffee,0.0,08.09.2020
16.08.2020,92,ger,coffee,kaffee,9.0,16.08.2020
23.08.2020,99,ger,coffee,kaffee,21.0,23.08.2020
30.08.2020,93,ger,coffee,kaffee,9.0,30.08.2020
09.06.2020,96,ger,coffee,kaffee,15.0,09.06.2020
13.09.2020,91,ger,coffee,kaffee,9.0,13.09.2020
20.09.2020,94,ger,coffee,kaffee,8.0,20.09.2020
27.09.2020,97,ger,coffee,kaffee,1.0,27.09.2020
10.04.2020,92,ger,coffee,kaffee,3.0,10.04.2020
10.11.2020,95,ger,coffee,kaffee,9.0,10.11.2020
18.10.2020,93,ger,coffee,kaffee,10.0,18.10.2020
25.10.2020,89,ger,coffee,kaffee,-3.0,25.10.2020
11.01.2020,76,ger,coffee,kaffee,-15.0,11.01.2020
11.03.2019,87,nl,coffee,koffie,3.0,11.03.2019
11.10.2019,82,nl,coffee,koffie,3.0,11.10.2019
17.11.2019,87,nl,coffee,koffie,5.0,17.11.2019
24.11.2019,84,nl,coffee,koffie,4.0,24.11.2019
12.01.2019,84,nl,coffee,koffie,-5.0,12.01.2019
12.08.2019,82,nl,coffee,koffie,1.0,12.08.2019
15.12.2019,83,nl,coffee,koffie,9.0,15.12.2019
22.12.2019,100,nl,coffee,koffie,13.0,22.12.2019
29.12.2019,83,nl,coffee,koffie,5.0,29.12.2019
01.05.2020,87,nl,coffee,koffie,8.0,01.05.2020
01.12.2020,89,nl,coffee,koffie,14.0,01.12.2020
19.01.2020,88,nl,coffee,koffie,-5.0,19.01.2020
26.01.2020,93,nl,coffee,koffie,2.0,26.01.2020
02.02.2020,92,nl,coffee,koffie,9.0,02.02.2020
02.09.2020,82,nl,coffee,koffie,6.0,02.09.2020
16.02.2020,87,nl,coffee,koffie,4.0,16.02.2020
23.02.2020,85,nl,coffee,koffie,10.0,23.02.2020
03.01.2020,79,nl,coffee,koffie,6.0,03.01.2020
03.08.2020,69,nl,coffee,koffie,-3.0,03.08.2020
15.03.2020,72,nl,coffee,koffie,-2.0,15.03.2020
22.03.2020,69,nl,coffee,koffie,-7.0,22.03.2020
29.03.2020,81,nl,coffee,koffie,4.0,29.03.2020
04.05.2020,70,nl,coffee,koffie,-9.0,04.05.2020
04.12.2020,92,nl,coffee,koffie,24.0,04.12.2020
19.04.2020,81,nl,coffee,koffie,14.0,19.04.2020
26.04.2020,80,nl,coffee,koffie,-8.0,26.04.2020
05.03.2020,80,nl,coffee,koffie,4.0,05.03.2020
05.10.2020,79,nl,coffee,koffie,7.0,05.10.2020
17.05.2020,84,nl,coffee,koffie,9.0,17.05.2020
24.05.2020,81,nl,coffee,koffie,11.0,24.05.2020
31.05.2020,79,nl,coffee,koffie,11.0,31.05.2020
06.07.2020,85,nl,coffee,koffie,13.0,06.07.2020
14.06.2020,82,nl,coffee,koffie,14.0,14.06.2020
21.06.2020,73,nl,coffee,koffie,15.0,21.06.2020
28.06.2020,83,nl,coffee,koffie,15.0,28.06.2020
07.05.2020,91,nl,coffee,koffie,18.0,07.05.2020
07.12.2020,94,nl,coffee,koffie,25.0,07.12.2020
19.07.2020,93,nl,coffee,koffie,24.0,19.07.2020
26.07.2020,86,nl,coffee,koffie,10.0,26.07.2020
08.02.2020,84,nl,coffee,koffie,6.0,08.02.2020
08.09.2020,79,nl,coffee,koffie,-1.0,08.09.2020
16.08.2020,88,nl,coffee,koffie,-5.0,16.08.2020
23.08.2020,85,nl,coffee,koffie,12.0,23.08.2020
30.08.2020,83,nl,coffee,koffie,1.0,30.08.2020
09.06.2020,92,nl,coffee,koffie,9.0,09.06.2020
13.09.2020,78,nl,coffee,koffie,-7.0,13.09.2020
20.09.2020,85,nl,coffee,koffie,7.0,20.09.2020
27.09.2020,91,nl,coffee,koffie,10.0,27.09.2020
10.04.2020,93,nl,coffee,koffie,9.0,10.04.2020
10.11.2020,94,nl,coffee,koffie,16.0,10.11.2020
18.10.2020,88,nl,coffee,koffie,2.0,18.10.2020
25.10.2020,86,nl,coffee,koffie,-5.0,25.10.2020
11.01.2020,82,nl,coffee,koffie,-5.0,11.01.2020
11.03.2019,78,uk,coffee,coffee,3.0,11.03.2019
11.10.2019,79,uk,coffee,coffee,3.0,11.10.2019
17.11.2019,84,uk,coffee,coffee,0.0,17.11.2019
24.11.2019,86,uk,coffee,coffee,6.0,24.11.2019
12.01.2019,83,uk,coffee,coffee,8.0,12.01.2019
12.08.2019,79,uk,coffee,coffee,1.0,12.08.2019
15.12.2019,81,uk,coffee,coffee,4.0,15.12.2019
22.12.2019,85,uk,coffee,coffee,4.0,22.12.2019
29.12.2019,83,uk,coffee,coffee,3.0,29.12.2019
01.05.2020,78,uk,coffee,coffee,5.0,01.05.2020
01.12.2020,78,uk,coffee,coffee,3.0,01.12.2020
19.01.2020,77,uk,coffee,coffee,6.0,19.01.2020
26.01.2020,73,uk,coffee,coffee,2.0,26.01.2020
02.02.2020,76,uk,coffee,coffee,4.0,02.02.2020
02.09.2020,73,uk,coffee,coffee,1.0,02.09.2020
16.02.2020,76,uk,coffee,coffee,2.0,16.02.2020
23.02.2020,70,uk,coffee,coffee,3.0,23.02.2020
03.01.2020,70,uk,coffee,coffee,0.0,03.01.2020
03.08.2020,64,uk,coffee,coffee,-6.0,03.08.2020
15.03.2020,60,uk,coffee,coffee,-12.0,15.03.2020
22.03.2020,57,uk,coffee,coffee,-15.0,22.03.2020
29.03.2020,77,uk,coffee,coffee,9.0,29.03.2020
04.05.2020,83,uk,coffee,coffee,12.0,04.05.2020
04.12.2020,80,uk,coffee,coffee,12.0,04.12.2020
19.04.2020,79,uk,coffee,coffee,11.0,19.04.2020
26.04.2020,78,uk,coffee,coffee,10.0,26.04.2020
05.03.2020,81,uk,coffee,coffee,6.0,05.03.2020
05.10.2020,81,uk,coffee,coffee,13.0,05.10.2020
17.05.2020,85,uk,coffee,coffee,19.0,17.05.2020
24.05.2020,84,uk,coffee,coffee,17.0,24.05.2020
31.05.2020,80,uk,coffee,coffee,13.0,31.05.2020
06.07.2020,83,uk,coffee,coffee,14.0,06.07.2020
14.06.2020,81,uk,coffee,coffee,12.0,14.06.2020
21.06.2020,78,uk,coffee,coffee,10.0,21.06.2020
28.06.2020,81,uk,coffee,coffee,14.0,28.06.2020
07.05.2020,81,uk,coffee,coffee,14.0,07.05.2020
07.12.2020,78,uk,coffee,coffee,8.0,07.12.2020
19.07.2020,81,uk,coffee,coffee,13.0,19.07.2020
26.07.2020,82,uk,coffee,coffee,11.0,26.07.2020
08.02.2020,82,uk,coffee,coffee,10.0,08.02.2020
08.09.2020,78,uk,coffee,coffee,4.0,08.09.2020
16.08.2020,82,uk,coffee,coffee,8.0,16.08.2020
23.08.2020,84,uk,coffee,coffee,12.0,23.08.2020
30.08.2020,86,uk,coffee,coffee,13.0,30.08.2020
09.06.2020,85,uk,coffee,coffee,12.0,09.06.2020
13.09.2020,81,uk,coffee,coffee,6.0,13.09.2020
20.09.2020,84,uk,coffee,coffee,5.0,20.09.2020
27.09.2020,85,uk,coffee,coffee,-15.0,27.09.2020
10.04.2020,85,uk,coffee,coffee,10.0,10.04.2020
10.11.2020,86,uk,coffee,coffee,11.0,10.11.2020
18.10.2020,86,uk,coffee,coffee,11.0,18.10.2020
25.10.2020,92,uk,coffee,coffee,18.0,25.10.2020
11.01.2020,83,uk,coffee,coffee,5.0,11.01.2020
11.03.2019,55,ger,cooking,kochen,7.0,11.03.2019
11.10.2019,59,ger,cooking,kochen,11.0,11.10.2019
17.11.2019,55,ger,cooking,kochen,9.0,17.11.2019
24.11.2019,49,ger,cooking,kochen,5.0,24.11.2019
12.01.2019,51,ger,cooking,kochen,7.0,12.01.2019
12.08.2019,51,ger,cooking,kochen,4.0,12.08.2019
15.12.2019,53,ger,cooking,kochen,3.0,15.12.2019
22.12.2019,75,ger,cooking,kochen,14.0,22.12.2019
29.12.2019,63,ger,cooking,kochen,6.0,29.12.2019
01.05.2020,56,ger,cooking,kochen,6.0,01.05.2020
01.12.2020,56,ger,cooking,kochen,7.0,01.12.2020
19.01.2020,57,ger,cooking,kochen,7.0,19.01.2020
26.01.2020,53,ger,cooking,kochen,4.0,26.01.2020
02.02.2020,53,ger,cooking,kochen,5.0,02.02.2020
02.09.2020,51,ger,cooking,kochen,5.0,02.09.2020
16.02.2020,50,ger,cooking,kochen,6.0,16.02.2020
23.02.2020,52,ger,cooking,kochen,10.0,23.02.2020
03.01.2020,51,ger,cooking,kochen,5.0,03.01.2020
03.08.2020,47,ger,cooking,kochen,-1.0,03.08.2020
15.03.2020,50,ger,cooking,kochen,3.0,15.03.2020
22.03.2020,63,ger,cooking,kochen,17.0,22.03.2020
29.03.2020,72,ger,cooking,kochen,25.0,29.03.2020
04.05.2020,100,ger,cooking,kochen,41.0,04.05.2020
04.12.2020,84,ger,cooking,kochen,2.0,04.12.2020
19.04.2020,78,ger,cooking,kochen,17.0,19.04.2020
26.04.2020,82,ger,cooking,kochen,17.0,26.04.2020
05.03.2020,73,ger,cooking,kochen,9.0,05.03.2020
05.10.2020,74,ger,cooking,kochen,14.0,05.10.2020
17.05.2020,67,ger,cooking,kochen,14.0,17.05.2020
24.05.2020,60,ger,cooking,kochen,11.0,24.05.2020
31.05.2020,59,ger,cooking,kochen,16.0,31.05.2020
06.07.2020,58,ger,cooking,kochen,12.0,06.07.2020
14.06.2020,54,ger,cooking,kochen,10.0,14.06.2020
21.06.2020,49,ger,cooking,kochen,12.0,21.06.2020
28.06.2020,48,ger,cooking,kochen,11.0,28.06.2020
07.05.2020,48,ger,cooking,kochen,7.0,07.05.2020
07.12.2020,49,ger,cooking,kochen,8.0,07.12.2020
19.07.2020,47,ger,cooking,kochen,8.0,19.07.2020
26.07.2020,48,ger,cooking,kochen,7.0,26.07.2020
08.02.2020,48,ger,cooking,kochen,4.0,08.02.2020
08.09.2020,45,ger,cooking,kochen,0.0,08.09.2020
16.08.2020,47,ger,cooking,kochen,3.0,16.08.2020
23.08.2020,53,ger,cooking,kochen,9.0,23.08.2020
30.08.2020,51,ger,cooking,kochen,3.0,30.08.2020
09.06.2020,52,ger,cooking,kochen,6.0,09.06.2020
13.09.2020,48,ger,cooking,kochen,1.0,13.09.2020
20.09.2020,53,ger,cooking,kochen,4.0,20.09.2020
27.09.2020,54,ger,cooking,kochen,-1.0,27.09.2020
10.04.2020,54,ger,cooking,kochen,-2.0,10.04.2020
10.11.2020,61,ger,cooking,kochen,7.0,10.11.2020
18.10.2020,61,ger,cooking,kochen,6.0,18.10.2020
25.10.2020,59,ger,cooking,kochen,3.0,25.10.2020
11.01.2020,56,ger,cooking,kochen,1.0,11.01.2020
11.03.2019,59,nl,cooking,koken,4.0,11.03.2019
11.10.2019,55,nl,cooking,koken,7.0,11.10.2019
17.11.2019,55,nl,cooking,koken,5.0,17.11.2019
24.11.2019,52,nl,cooking,koken,-1.0,24.11.2019
12.01.2019,48,nl,cooking,koken,2.0,12.01.2019
12.08.2019,50,nl,cooking,koken,-1.0,12.08.2019
15.12.2019,49,nl,cooking,koken,1.0,15.12.2019
22.12.2019,70,nl,cooking,koken,-3.0,22.12.2019
29.12.2019,50,nl,cooking,koken,-2.0,29.12.2019
01.05.2020,55,nl,cooking,koken,-1.0,01.05.2020
01.12.2020,57,nl,cooking,koken,2.0,01.12.2020
19.01.2020,54,nl,cooking,koken,4.0,19.01.2020
26.01.2020,50,nl,cooking,koken,1.0,26.01.2020
02.02.2020,55,nl,cooking,koken,1.0,02.02.2020
02.09.2020,51,nl,cooking,koken,0.0,02.09.2020
16.02.2020,51,nl,cooking,koken,1.0,16.02.2020
23.02.2020,52,nl,cooking,koken,8.0,23.02.2020
03.01.2020,47,nl,cooking,koken,-3.0,03.01.2020
03.08.2020,46,nl,cooking,koken,-3.0,03.08.2020
15.03.2020,53,nl,cooking,koken,5.0,15.03.2020
22.03.2020,61,nl,cooking,koken,9.0,22.03.2020
29.03.2020,71,nl,cooking,koken,16.0,29.03.2020
04.05.2020,75,nl,cooking,koken,14.0,04.05.2020
04.12.2020,100,nl,cooking,koken,33.0,04.12.2020
19.04.2020,87,nl,cooking,koken,13.0,19.04.2020
26.04.2020,89,nl,cooking,koken,21.0,26.04.2020
05.03.2020,77,nl,cooking,koken,13.0,05.03.2020
05.10.2020,81,nl,cooking,koken,20.0,05.10.2020
17.05.2020,73,nl,cooking,koken,20.0,17.05.2020
24.05.2020,60,nl,cooking,koken,5.0,24.05.2020
31.05.2020,56,nl,cooking,koken,7.0,31.05.2020
06.07.2020,61,nl,cooking,koken,10.0,06.07.2020
14.06.2020,58,nl,cooking,koken,12.0,14.06.2020
21.06.2020,47,nl,cooking,koken,7.0,21.06.2020
28.06.2020,52,nl,cooking,koken,12.0,28.06.2020
07.05.2020,52,nl,cooking,koken,9.0,07.05.2020
07.12.2020,52,nl,cooking,koken,6.0,07.12.2020
19.07.2020,53,nl,cooking,koken,12.0,19.07.2020
26.07.2020,54,nl,cooking,koken,8.0,26.07.2020
08.02.2020,53,nl,cooking,koken,2.0,08.02.2020
08.09.2020,45,nl,cooking,koken,-10.0,08.09.2020
16.08.2020,51,nl,cooking,koken,0.0,16.08.2020
23.08.2020,54,nl,cooking,koken,7.0,23.08.2020
30.08.2020,58,nl,cooking,koken,5.0,30.08.2020
09.06.2020,59,nl,cooking,koken,7.0,09.06.2020
13.09.2020,55,nl,cooking,koken,3.0,13.09.2020
20.09.2020,57,nl,cooking,koken,1.0,20.09.2020
27.09.2020,65,nl,cooking,koken,15.0,27.09.2020
10.04.2020,64,nl,cooking,koken,12.0,10.04.2020
10.11.2020,63,nl,cooking,koken,11.0,10.11.2020
18.10.2020,66,nl,cooking,koken,14.0,18.10.2020
25.10.2020,63,nl,cooking,koken,11.0,25.10.2020
11.01.2020,59,nl,cooking,koken,0.0,11.01.2020
11.03.2019,24,uk,cooking,cooking,-1.0,11.03.2019
11.10.2019,24,uk,cooking,cooking,0.0,11.10.2019
17.11.2019,25,uk,cooking,cooking,1.0,17.11.2019
24.11.2019,24,uk,cooking,cooking,0.0,24.11.2019
12.01.2019,23,uk,cooking,cooking,-2.0,12.01.2019
12.08.2019,24,uk,cooking,cooking,-1.0,12.08.2019
15.12.2019,31,uk,cooking,cooking,-3.0,15.12.2019
22.12.2019,100,uk,cooking,cooking,0.0,22.12.2019
29.12.2019,31,uk,cooking,cooking,-1.0,29.12.2019
01.05.2020,27,uk,cooking,cooking,1.0,01.05.2020
01.12.2020,26,uk,cooking,cooking,0.0,01.12.2020
19.01.2020,25,uk,cooking,cooking,0.0,19.01.2020
26.01.2020,24,uk,cooking,cooking,1.0,26.01.2020
02.02.2020,23,uk,cooking,cooking,-1.0,02.02.2020
02.09.2020,25,uk,cooking,cooking,0.0,02.09.2020
16.02.2020,24,uk,cooking,cooking,2.0,16.02.2020
23.02.2020,25,uk,cooking,cooking,2.0,23.02.2020
03.01.2020,24,uk,cooking,cooking,0.0,03.01.2020
03.08.2020,22,uk,cooking,cooking,-3.0,03.08.2020
15.03.2020,24,uk,cooking,cooking,0.0,15.03.2020
22.03.2020,34,uk,cooking,cooking,11.0,22.03.2020
29.03.2020,40,uk,cooking,cooking,17.0,29.03.2020
04.05.2020,44,uk,cooking,cooking,21.0,04.05.2020
04.12.2020,50,uk,cooking,cooking,25.0,04.12.2020
19.04.2020,41,uk,cooking,cooking,16.0,19.04.2020
26.04.2020,40,uk,cooking,cooking,19.0,26.04.2020
05.03.2020,39,uk,cooking,cooking,16.0,05.03.2020
05.10.2020,36,uk,cooking,cooking,16.0,05.10.2020
17.05.2020,33,uk,cooking,cooking,14.0,17.05.2020
24.05.2020,32,uk,cooking,cooking,12.0,24.05.2020
31.05.2020,29,uk,cooking,cooking,8.0,31.05.2020
06.07.2020,29,uk,cooking,cooking,6.0,06.07.2020
14.06.2020,28,uk,cooking,cooking,7.0,14.06.2020
21.06.2020,27,uk,cooking,cooking,8.0,21.06.2020
28.06.2020,26,uk,cooking,cooking,7.0,28.06.2020
07.05.2020,27,uk,cooking,cooking,7.0,07.05.2020
07.12.2020,25,uk,cooking,cooking,6.0,07.12.2020
19.07.2020,26,uk,cooking,cooking,7.0,19.07.2020
26.07.2020,25,uk,cooking,cooking,5.0,26.07.2020
08.02.2020,26,uk,cooking,cooking,6.0,08.02.2020
08.09.2020,24,uk,cooking,cooking,1.0,08.09.2020
16.08.2020,26,uk,cooking,cooking,4.0,16.08.2020
23.08.2020,26,uk,cooking,cooking,3.0,23.08.2020
30.08.2020,27,uk,cooking,cooking,4.0,30.08.2020
09.06.2020,27,uk,cooking,cooking,5.0,09.06.2020
13.09.2020,27,uk,cooking,cooking,5.0,13.09.2020
20.09.2020,26,uk,cooking,cooking,3.0,20.09.2020
27.09.2020,29,uk,cooking,cooking,6.0,27.09.2020
10.04.2020,28,uk,cooking,cooking,5.0,10.04.2020
10.11.2020,28,uk,cooking,cooking,5.0,10.11.2020
18.10.2020,29,uk,cooking,cooking,6.0,18.10.2020
25.10.2020,29,uk,cooking,cooking,5.0,25.10.2020
11.01.2020,27,uk,cooking,cooking,3.0,11.01.2020
11.03.2019,2,uk,facemask,facemask,0.0,11.03.2019
11.10.2019,2,uk,facemask,facemask,0.0,11.10.2019
17.11.2019,3,uk,facemask,facemask,1.0,17.11.2019
24.11.2019,2,uk,facemask,facemask,0.0,24.11.2019
12.01.2019,3,uk,facemask,facemask,1.0,12.01.2019
12.08.2019,3,uk,facemask,facemask,1.0,12.08.2019
15.12.2019,3,uk,facemask,facemask,0.0,15.12.2019
22.12.2019,2,uk,facemask,facemask,0.0,22.12.2019
29.12.2019,3,uk,facemask,facemask,0.0,29.12.2019
01.05.2020,2,uk,facemask,facemask,-1.0,01.05.2020
01.12.2020,2,uk,facemask,facemask,0.0,01.12.2020
19.01.2020,4,uk,facemask,facemask,2.0,19.01.2020
26.01.2020,9,uk,facemask,facemask,7.0,26.01.2020
02.02.2020,6,uk,facemask,facemask,4.0,02.02.2020
02.09.2020,6,uk,facemask,facemask,4.0,02.09.2020
16.02.2020,3,uk,facemask,facemask,0.0,16.02.2020
23.02.2020,11,uk,facemask,facemask,9.0,23.02.2020
03.01.2020,10,uk,facemask,facemask,8.0,03.01.2020
03.08.2020,10,uk,facemask,facemask,8.0,03.08.2020
15.03.2020,14,uk,facemask,facemask,12.0,15.03.2020
22.03.2020,18,uk,facemask,facemask,16.0,22.03.2020
29.03.2020,22,uk,facemask,facemask,20.0,29.03.2020
04.05.2020,17,uk,facemask,facemask,15.0,04.05.2020
04.12.2020,22,uk,facemask,facemask,20.0,04.12.2020
19.04.2020,24,uk,facemask,facemask,22.0,19.04.2020
26.04.2020,30,uk,facemask,facemask,28.0,26.04.2020
05.03.2020,26,uk,facemask,facemask,24.0,05.03.2020
05.10.2020,46,uk,facemask,facemask,44.0,05.10.2020
17.05.2020,24,uk,facemask,facemask,22.0,17.05.2020
24.05.2020,17,uk,facemask,facemask,15.0,24.05.2020
31.05.2020,34,uk,facemask,facemask,32.0,31.05.2020
06.07.2020,32,uk,facemask,facemask,30.0,06.07.2020
14.06.2020,29,uk,facemask,facemask,27.0,14.06.2020
21.06.2020,20,uk,facemask,facemask,18.0,21.06.2020
28.06.2020,25,uk,facemask,facemask,23.0,28.06.2020
07.05.2020,34,uk,facemask,facemask,32.0,07.05.2020
07.12.2020,100,uk,facemask,facemask,98.0,07.12.2020
19.07.2020,75,uk,facemask,facemask,73.0,19.07.2020
26.07.2020,44,uk,facemask,facemask,42.0,26.07.2020
08.02.2020,32,uk,facemask,facemask,30.0,08.02.2020
08.09.2020,23,uk,facemask,facemask,21.0,08.09.2020
16.08.2020,20,uk,facemask,facemask,18.0,16.08.2020
23.08.2020,24,uk,facemask,facemask,22.0,23.08.2020
30.08.2020,21,uk,facemask,facemask,19.0,30.08.2020
09.06.2020,19,uk,facemask,facemask,17.0,09.06.2020
13.09.2020,19,uk,facemask,facemask,17.0,13.09.2020
20.09.2020,27,uk,facemask,facemask,25.0,20.09.2020
27.09.2020,22,uk,facemask,facemask,20.0,27.09.2020
10.04.2020,19,uk,facemask,facemask,17.0,10.04.2020
10.11.2020,18,uk,facemask,facemask,16.0,10.11.2020
18.10.2020,16,uk,facemask,facemask,14.0,18.10.2020
25.10.2020,18,uk,facemask,facemask,15.0,25.10.2020
11.01.2020,16,uk,facemask,facemask,14.0,11.01.2020
11.03.2019,4,ger,facemask,maske,0.0,11.03.2019
11.10.2019,4,ger,facemask,maske,0.0,11.10.2019
17.11.2019,4,ger,facemask,maske,0.0,17.11.2019
24.11.2019,4,ger,facemask,maske,0.0,24.11.2019
12.01.2019,4,ger,facemask,maske,0.0,12.01.2019
12.08.2019,4,ger,facemask,maske,0.0,12.08.2019
15.12.2019,4,ger,facemask,maske,0.0,15.12.2019
22.12.2019,4,ger,facemask,maske,-1.0,22.12.2019
29.12.2019,4,ger,facemask,maske,-1.0,29.12.2019
01.05.2020,4,ger,facemask,maske,0.0,01.05.2020
01.12.2020,4,ger,facemask,maske,-1.0,01.12.2020
19.01.2020,5,ger,facemask,maske,0.0,19.01.2020
26.01.2020,9,ger,facemask,maske,4.0,26.01.2020
02.02.2020,7,ger,facemask,maske,2.0,02.02.2020
02.09.2020,6,ger,facemask,maske,1.0,02.09.2020
16.02.2020,7,ger,facemask,maske,1.0,16.02.2020
23.02.2020,23,ger,facemask,maske,17.0,23.02.2020
03.01.2020,10,ger,facemask,maske,5.0,03.01.2020
03.08.2020,11,ger,facemask,maske,6.0,03.08.2020
15.03.2020,20,ger,facemask,maske,15.0,15.03.2020
22.03.2020,25,ger,facemask,maske,21.0,22.03.2020
29.03.2020,36,ger,facemask,maske,32.0,29.03.2020
04.05.2020,30,ger,facemask,maske,26.0,04.05.2020
04.12.2020,41,ger,facemask,maske,37.0,04.12.2020
19.04.2020,100,ger,facemask,maske,96.0,19.04.2020
26.04.2020,78,ger,facemask,maske,74.0,26.04.2020
05.03.2020,36,ger,facemask,maske,32.0,05.03.2020
05.10.2020,32,ger,facemask,maske,28.0,05.10.2020
17.05.2020,24,ger,facemask,maske,20.0,17.05.2020
24.05.2020,20,ger,facemask,maske,16.0,24.05.2020
31.05.2020,17,ger,facemask,maske,13.0,31.05.2020
06.07.2020,16,ger,facemask,maske,12.0,06.07.2020
14.06.2020,16,ger,facemask,maske,12.0,14.06.2020
21.06.2020,14,ger,facemask,maske,10.0,21.06.2020
28.06.2020,15,ger,facemask,maske,11.0,28.06.2020
07.05.2020,16,ger,facemask,maske,12.0,07.05.2020
07.12.2020,18,ger,facemask,maske,14.0,07.12.2020
19.07.2020,16,ger,facemask,maske,12.0,19.07.2020
26.07.2020,17,ger,facemask,maske,13.0,26.07.2020
08.02.2020,21,ger,facemask,maske,17.0,08.02.2020
08.09.2020,22,ger,facemask,maske,18.0,08.09.2020
16.08.2020,24,ger,facemask,maske,20.0,16.08.2020
23.08.2020,24,ger,facemask,maske,20.0,23.08.2020
30.08.2020,21,ger,facemask,maske,17.0,30.08.2020
09.06.2020,19,ger,facemask,maske,15.0,09.06.2020
13.09.2020,18,ger,facemask,maske,14.0,13.09.2020
20.09.2020,19,ger,facemask,maske,14.0,20.09.2020
27.09.2020,22,ger,facemask,maske,17.0,27.09.2020
