date,score,country,term,translated_term,score_difference
2020-09-13,50,nl,baking,bakken,13.0
2020-09-20,51,nl,baking,bakken,7.0
2020-09-27,56,nl,baking,bakken,13.0
2020-10-04,60,nl,baking,bakken,18.0
2020-10-11,67,nl,baking,bakken,20.0
2020-10-18,70,nl,baking,bakken,23.0
2020-10-25,70,nl,baking,bakken,24.0
2020-11-01,64,nl,baking,bakken,16.0
2018-11-04,64,nl,to-go,to-go,
2018-11-11,76,nl,to-go,to-go,
2018-11-18,83,nl,to-go,to-go,
2018-11-25,79,nl,to-go,to-go,
2018-12-02,76,nl,to-go,to-go,
2018-12-09,73,nl,to-go,to-go,
2018-12-16,65,nl,to-go,to-go,
2018-12-23,78,nl,to-go,to-go,
2018-12-30,72,nl,to-go,to-go,
2019-01-06,75,nl,to-go,to-go,
2019-01-13,71,nl,to-go,to-go,
2019-01-20,63,nl,to-go,to-go,
2019-01-27,61,nl,to-go,to-go,
2019-02-03,82,nl,to-go,to-go,
2019-02-10,78,nl,to-go,to-go,
2019-02-17,73,nl,to-go,to-go,
2019-02-24,78,nl,to-go,to-go,
2019-03-03,76,nl,to-go,to-go,
2019-03-10,66,nl,to-go,to-go,
2019-03-17,61,nl,to-go,to-go,
2019-03-24,66,nl,to-go,to-go,
2019-03-31,65,nl,to-go,to-go,
2019-04-07,66,nl,to-go,to-go,
2019-04-14,75,nl,to-go,to-go,
2019-04-21,69,nl,to-go,to-go,
2019-04-28,70,nl,to-go,to-go,
2019-05-05,74,nl,to-go,to-go,
2019-05-12,68,nl,to-go,to-go,
2019-05-19,71,nl,to-go,to-go,
2019-05-26,67,nl,to-go,to-go,
2019-06-02,71,nl,to-go,to-go,
2019-06-09,76,nl,to-go,to-go,
2019-06-16,78,nl,to-go,to-go,
2019-06-23,69,nl,to-go,to-go,
2019-06-30,77,nl,to-go,to-go,
2019-07-07,68,nl,to-go,to-go,
2019-07-14,79,nl,to-go,to-go,
2019-07-21,77,nl,to-go,to-go,
2019-07-28,82,nl,to-go,to-go,
2019-08-04,85,nl,to-go,to-go,
2019-08-11,83,nl,to-go,to-go,
2019-08-18,78,nl,to-go,to-go,
2019-08-25,79,nl,to-go,to-go,
2019-09-01,77,nl,to-go,to-go,
2019-09-08,76,nl,to-go,to-go,
2019-09-15,79,nl,to-go,to-go,
2019-09-22,84,nl,to-go,to-go,
2019-09-29,68,nl,to-go,to-go,
2019-10-06,74,nl,to-go,to-go,
2019-10-13,74,nl,to-go,to-go,
2019-10-20,74,nl,to-go,to-go,
2019-10-27,80,nl,to-go,to-go,
2019-11-03,66,nl,to-go,to-go,2.0
2019-11-10,74,nl,to-go,to-go,-2.0
2019-11-17,80,nl,to-go,to-go,-3.0
2019-11-24,72,nl,to-go,to-go,-7.0
2019-12-01,71,nl,to-go,to-go,-5.0
2019-12-08,64,nl,to-go,to-go,-9.0
2019-12-15,69,nl,to-go,to-go,4.0
2019-12-22,75,nl,to-go,to-go,-3.0
2019-12-29,75,nl,to-go,to-go,3.0
2020-01-05,75,nl,to-go,to-go,0.0
2020-01-12,76,nl,to-go,to-go,5.0
2020-01-19,77,nl,to-go,to-go,14.0
2020-01-26,69,nl,to-go,to-go,8.0
2020-02-02,75,nl,to-go,to-go,-7.0
2020-02-09,81,nl,to-go,to-go,3.0
2020-02-16,76,nl,to-go,to-go,3.0
2020-02-23,81,nl,to-go,to-go,3.0
2020-03-01,75,nl,to-go,to-go,-1.0
2020-03-08,62,nl,to-go,to-go,-4.0
2020-03-15,75,nl,to-go,to-go,14.0
2020-03-22,81,nl,to-go,to-go,15.0
2020-03-29,83,nl,to-go,to-go,18.0
2020-04-05,74,nl,to-go,to-go,8.0
2020-04-12,84,nl,to-go,to-go,9.0
2020-04-19,83,nl,to-go,to-go,14.0
2020-04-26,89,nl,to-go,to-go,19.0
2020-05-03,97,nl,to-go,to-go,23.0
2020-05-10,84,nl,to-go,to-go,16.0
2020-05-17,97,nl,to-go,to-go,26.0
2020-05-24,90,nl,to-go,to-go,23.0
2020-05-31,83,nl,to-go,to-go,12.0
2020-06-07,76,nl,to-go,to-go,0.0
2020-06-14,79,nl,to-go,to-go,1.0
2020-06-21,76,nl,to-go,to-go,7.0
2020-06-28,69,nl,to-go,to-go,-8.0
2020-07-05,75,nl,to-go,to-go,7.0
2020-07-12,90,nl,to-go,to-go,11.0
2020-07-19,82,nl,to-go,to-go,5.0
2020-07-26,77,nl,to-go,to-go,-5.0
2020-08-02,78,nl,to-go,to-go,-7.0
2020-08-09,76,nl,to-go,to-go,-7.0
2020-08-16,81,nl,to-go,to-go,3.0
2020-08-23,86,nl,to-go,to-go,7.0
2020-08-30,80,nl,to-go,to-go,3.0
2020-09-06,82,nl,to-go,to-go,6.0
2020-09-13,72,nl,to-go,to-go,-7.0
2020-09-20,81,nl,to-go,to-go,-3.0
2020-09-27,71,nl,to-go,to-go,3.0
2020-10-04,72,nl,to-go,to-go,-2.0
2020-10-11,80,nl,to-go,to-go,6.0
2020-10-18,96,nl,to-go,to-go,22.0
2020-10-25,100,nl,to-go,to-go,20.0
2020-11-01,87,nl,to-go,to-go,21.0
2018-11-04,46,nl,spices,kruiden,
2018-11-11,56,nl,spices,kruiden,
2018-11-18,45,nl,spices,kruiden,
2018-11-25,52,nl,spices,kruiden,
2018-12-02,54,nl,spices,kruiden,
2018-12-09,54,nl,spices,kruiden,
2018-12-16,60,nl,spices,kruiden,
2018-12-23,58,nl,spices,kruiden,
2018-12-30,51,nl,spices,kruiden,
2019-01-06,60,nl,spices,kruiden,
2019-01-13,61,nl,spices,kruiden,
2019-01-20,52,nl,spices,kruiden,
2019-01-27,57,nl,spices,kruiden,
2019-02-03,57,nl,spices,kruiden,
2019-02-10,57,nl,spices,kruiden,
2019-02-17,55,nl,spices,kruiden,
2019-02-24,53,nl,spices,kruiden,
2019-03-03,48,nl,spices,kruiden,
2019-03-10,49,nl,spices,kruiden,
2019-03-17,50,nl,spices,kruiden,
2019-03-24,51,nl,spices,kruiden,
2019-03-31,56,nl,spices,kruiden,
2019-04-07,49,nl,spices,kruiden,
2019-04-14,56,nl,spices,kruiden,
2019-04-21,49,nl,spices,kruiden,
2019-04-28,61,nl,spices,kruiden,
2019-05-05,54,nl,spices,kruiden,
2019-05-12,53,nl,spices,kruiden,
2019-05-19,55,nl,spices,kruiden,
2019-05-26,58,nl,spices,kruiden,
2019-06-02,51,nl,spices,kruiden,
2019-06-09,51,nl,spices,kruiden,
2019-06-16,52,nl,spices,kruiden,
2019-06-23,49,nl,spices,kruiden,
2019-06-30,52,nl,spices,kruiden,
2019-07-07,52,nl,spices,kruiden,
2019-07-14,56,nl,spices,kruiden,
2019-07-21,60,nl,spices,kruiden,
2019-07-28,57,nl,spices,kruiden,
2019-08-04,55,nl,spices,kruiden,
2019-08-11,57,nl,spices,kruiden,
2019-08-18,61,nl,spices,kruiden,
2019-08-25,49,nl,spices,kruiden,
2019-09-01,50,nl,spices,kruiden,
2019-09-08,60,nl,spices,kruiden,
2019-09-15,63,nl,spices,kruiden,
2019-09-22,59,nl,spices,kruiden,
2019-09-29,54,nl,spices,kruiden,
2019-10-06,58,nl,spices,kruiden,
2019-10-13,61,nl,spices,kruiden,
2019-10-20,68,nl,spices,kruiden,
2019-10-27,56,nl,spices,kruiden,
2019-11-03,58,nl,spices,kruiden,12.0
2019-11-10,58,nl,spices,kruiden,2.0
2019-11-17,59,nl,spices,kruiden,14.0
2019-11-24,49,nl,spices,kruiden,-3.0
2019-12-01,50,nl,spices,kruiden,-4.0
2019-12-08,54,nl,spices,kruiden,0.0
2019-12-15,55,nl,spices,kruiden,-5.0
2019-12-22,69,nl,spices,kruiden,11.0
2019-12-29,59,nl,spices,kruiden,8.0
2020-01-05,65,nl,spices,kruiden,5.0
2020-01-12,60,nl,spices,kruiden,-1.0
2020-01-19,66,nl,spices,kruiden,14.0
2020-01-26,58,nl,spices,kruiden,1.0
2020-02-02,60,nl,spices,kruiden,3.0
2020-02-09,55,nl,spices,kruiden,-2.0
2020-02-16,53,nl,spices,kruiden,-2.0
2020-02-23,57,nl,spices,kruiden,4.0
2020-03-01,54,nl,spices,kruiden,6.0
2020-03-08,52,nl,spices,kruiden,3.0
2020-03-15,67,nl,spices,kruiden,17.0
2020-03-22,72,nl,spices,kruiden,21.0
2020-03-29,82,nl,spices,kruiden,26.0
2020-04-05,86,nl,spices,kruiden,37.0
2020-04-12,88,nl,spices,kruiden,32.0
2020-04-19,83,nl,spices,kruiden,34.0
2020-04-26,100,nl,spices,kruiden,39.0
2020-05-03,93,nl,spices,kruiden,39.0
2020-05-10,86,nl,spices,kruiden,33.0
2020-05-17,79,nl,spices,kruiden,24.0
2020-05-24,84,nl,spices,kruiden,26.0
2020-05-31,65,nl,spices,kruiden,14.0
2020-06-07,76,nl,spices,kruiden,25.0
2020-06-14,71,nl,spices,kruiden,19.0
2020-06-21,59,nl,spices,kruiden,10.0
2020-06-28,63,nl,spices,kruiden,11.0
2020-07-05,67,nl,spices,kruiden,15.0
2020-07-12,63,nl,spices,kruiden,7.0
2020-07-19,65,nl,spices,kruiden,5.0
2020-07-26,68,nl,spices,kruiden,11.0
2020-08-02,66,nl,spices,kruiden,11.0
2020-08-09,60,nl,spices,kruiden,3.0
2020-08-16,67,nl,spices,kruiden,6.0
2020-08-23,60,nl,spices,kruiden,11.0
2020-08-30,62,nl,spices,kruiden,12.0
2020-09-06,61,nl,spices,kruiden,1.0
2020-09-13,62,nl,spices,kruiden,-1.0
2020-09-20,65,nl,spices,kruiden,6.0
2020-09-27,64,nl,spices,kruiden,10.0
2020-10-04,70,nl,spices,kruiden,12.0
2020-10-11,71,nl,spices,kruiden,10.0
2020-10-18,75,nl,spices,kruiden,7.0
2020-10-25,75,nl,spices,kruiden,19.0
2020-11-01,71,nl,spices,kruiden,13.0
2018-11-04,53,uk,takeaway,takeaway,
2018-11-11,57,uk,takeaway,takeaway,
2018-11-18,56,uk,takeaway,takeaway,
2018-11-25,52,uk,takeaway,takeaway,
2018-12-02,51,uk,takeaway,takeaway,
2018-12-09,53,uk,takeaway,takeaway,
2018-12-16,54,uk,takeaway,takeaway,
2018-12-23,58,uk,takeaway,takeaway,
2018-12-30,65,uk,takeaway,takeaway,
2019-01-06,52,uk,takeaway,takeaway,
2019-01-13,56,uk,takeaway,takeaway,
2019-01-20,49,uk,takeaway,takeaway,
2019-01-27,50,uk,takeaway,takeaway,
2019-02-03,61,uk,takeaway,takeaway,
2019-02-10,53,uk,takeaway,takeaway,
2019-02-17,54,uk,takeaway,takeaway,
2019-02-24,55,uk,takeaway,takeaway,
2019-03-03,50,uk,takeaway,takeaway,
2019-03-10,47,uk,takeaway,takeaway,
2019-03-17,58,uk,takeaway,takeaway,
2019-03-24,53,uk,takeaway,takeaway,
2019-03-31,73,uk,takeaway,takeaway,
2019-04-07,79,uk,takeaway,takeaway,
2019-04-14,79,uk,takeaway,takeaway,
2019-04-21,71,uk,takeaway,takeaway,
2019-04-28,53,uk,takeaway,takeaway,
2019-05-05,49,uk,takeaway,takeaway,
2019-05-12,52,uk,takeaway,takeaway,
2019-05-19,51,uk,takeaway,takeaway,
2019-05-26,56,uk,takeaway,takeaway,
2019-06-02,53,uk,takeaway,takeaway,
2019-06-09,47,uk,takeaway,takeaway,
2019-06-16,48,uk,takeaway,takeaway,
2019-06-23,54,uk,takeaway,takeaway,
2019-06-30,48,uk,takeaway,takeaway,
2019-07-07,51,uk,takeaway,takeaway,
2019-07-14,53,uk,takeaway,takeaway,
2019-07-21,57,uk,takeaway,takeaway,
2019-07-28,54,uk,takeaway,takeaway,
2019-08-04,51,uk,takeaway,takeaway,
2019-08-11,59,uk,takeaway,takeaway,
2019-08-18,57,uk,takeaway,takeaway,
2019-08-25,71,uk,takeaway,takeaway,
2019-09-01,57,uk,takeaway,takeaway,
2019-09-08,53,uk,takeaway,takeaway,
2019-09-15,52,uk,takeaway,takeaway,
2019-09-22,53,uk,takeaway,takeaway,
2019-09-29,57,uk,takeaway,takeaway,
2019-10-06,59,uk,takeaway,takeaway,
2019-10-13,52,uk,takeaway,takeaway,
2019-10-20,54,uk,takeaway,takeaway,
2019-10-27,48,uk,takeaway,takeaway,
2019-11-03,54,uk,takeaway,takeaway,1.0
2019-11-10,50,uk,takeaway,takeaway,-7.0
2019-11-17,53,uk,takeaway,takeaway,-3.0
2019-11-24,52,uk,takeaway,takeaway,0.0
2019-12-01,51,uk,takeaway,takeaway,0.0
2019-12-08,46,uk,takeaway,takeaway,-7.0
2019-12-15,48,uk,takeaway,takeaway,-6.0
2019-12-22,56,uk,takeaway,takeaway,-2.0
2019-12-29,57,uk,takeaway,takeaway,-8.0
2020-01-05,47,uk,takeaway,takeaway,-5.0
2020-01-12,47,uk,takeaway,takeaway,-9.0
2020-01-19,50,uk,takeaway,takeaway,1.0
2020-01-26,54,uk,takeaway,takeaway,4.0
2020-02-02,52,uk,takeaway,takeaway,-9.0
2020-02-09,51,uk,takeaway,takeaway,-2.0
2020-02-16,55,uk,takeaway,takeaway,1.0
2020-02-23,55,uk,takeaway,takeaway,0.0
2020-03-01,55,uk,takeaway,takeaway,5.0
2020-03-08,48,uk,takeaway,takeaway,1.0
2020-03-15,71,uk,takeaway,takeaway,13.0
2020-03-22,100,uk,takeaway,takeaway,47.0
2020-03-29,81,uk,takeaway,takeaway,8.0
2020-04-05,73,uk,takeaway,takeaway,-6.0
2020-04-12,97,uk,takeaway,takeaway,18.0
2020-04-19,79,uk,takeaway,takeaway,8.0
2020-04-26,90,uk,takeaway,takeaway,37.0
2020-05-03,89,uk,takeaway,takeaway,40.0
2020-05-10,90,uk,takeaway,takeaway,38.0
2020-05-17,91,uk,takeaway,takeaway,40.0
2020-05-24,98,uk,takeaway,takeaway,42.0
2020-05-31,90,uk,takeaway,takeaway,37.0
2020-06-07,95,uk,takeaway,takeaway,48.0
2020-06-14,91,uk,takeaway,takeaway,43.0
2020-06-21,91,uk,takeaway,takeaway,37.0
2020-06-28,85,uk,takeaway,takeaway,37.0
2020-07-05,84,uk,takeaway,takeaway,33.0
2020-07-12,78,uk,takeaway,takeaway,25.0
2020-07-19,84,uk,takeaway,takeaway,27.0
2020-07-26,89,uk,takeaway,takeaway,35.0
2020-08-02,94,uk,takeaway,takeaway,43.0
2020-08-09,97,uk,takeaway,takeaway,38.0
2020-08-16,92,uk,takeaway,takeaway,35.0
2020-08-23,98,uk,takeaway,takeaway,27.0
2020-08-30,93,uk,takeaway,takeaway,36.0
2020-09-06,85,uk,takeaway,takeaway,32.0
2020-09-13,82,uk,takeaway,takeaway,30.0
2020-09-20,84,uk,takeaway,takeaway,31.0
2020-09-27,82,uk,takeaway,takeaway,25.0
2020-10-04,72,uk,takeaway,takeaway,13.0
2020-10-11,62,uk,takeaway,takeaway,10.0
2020-10-18,68,uk,takeaway,takeaway,14.0
2020-10-25,67,uk,takeaway,takeaway,19.0
2020-11-01,81,uk,takeaway,takeaway,27.0
2018-11-04,1,uk,hand-sanitizer,hand-sanitizer,
2018-11-11,1,uk,hand-sanitizer,hand-sanitizer,
2018-11-18,1,uk,hand-sanitizer,hand-sanitizer,
2018-11-25,1,uk,hand-sanitizer,hand-sanitizer,
2018-12-02,1,uk,hand-sanitizer,hand-sanitizer,
2018-12-09,1,uk,hand-sanitizer,hand-sanitizer,
2018-12-16,1,uk,hand-sanitizer,hand-sanitizer,
2018-12-23,1,uk,hand-sanitizer,hand-sanitizer,
2018-12-30,1,uk,hand-sanitizer,hand-sanitizer,
2019-01-06,1,uk,hand-sanitizer,hand-sanitizer,
2019-01-13,1,uk,hand-sanitizer,hand-sanitizer,
2019-01-20,1,uk,hand-sanitizer,hand-sanitizer,
2019-01-27,1,uk,hand-sanitizer,hand-sanitizer,
2019-02-03,1,uk,hand-sanitizer,hand-sanitizer,
2019-02-10,1,uk,hand-sanitizer,hand-sanitizer,
2019-02-17,1,uk,hand-sanitizer,hand-sanitizer,
2019-02-24,1,uk,hand-sanitizer,hand-sanitizer,
2019-03-03,1,uk,hand-sanitizer,hand-sanitizer,
2019-03-10,1,uk,hand-sanitizer,hand-sanitizer,
2019-03-17,1,uk,hand-sanitizer,hand-sanitizer,
2019-03-24,1,uk,hand-sanitizer,hand-sanitizer,
2019-03-31,1,uk,hand-sanitizer,hand-sanitizer,
2019-04-07,1,uk,hand-sanitizer,hand-sanitizer,
2019-04-14,1,uk,hand-sanitizer,hand-sanitizer,
2019-04-21,1,uk,hand-sanitizer,hand-sanitizer,
2019-04-28,1,uk,hand-sanitizer,hand-sanitizer,
2019-05-05,1,uk,hand-sanitizer,hand-sanitizer,
2019-05-12,1,uk,hand-sanitizer,hand-sanitizer,
2019-05-19,1,uk,hand-sanitizer,hand-sanitizer,
2019-05-26,1,uk,hand-sanitizer,hand-sanitizer,
2019-06-02,1,uk,hand-sanitizer,hand-sanitizer,
2019-06-09,1,uk,hand-sanitizer,hand-sanitizer,
2019-06-16,1,uk,hand-sanitizer,hand-sanitizer,
2019-06-23,1,uk,hand-sanitizer,hand-sanitizer,
2019-06-30,1,uk,hand-sanitizer,hand-sanitizer,
2019-07-07,1,uk,hand-sanitizer,hand-sanitizer,
2019-07-14,1,uk,hand-sanitizer,hand-sanitizer,
2019-07-21,1,uk,hand-sanitizer,hand-sanitizer,
2019-07-28,1,uk,hand-sanitizer,hand-sanitizer,
2019-08-04,1,uk,hand-sanitizer,hand-sanitizer,
2019-08-11,1,uk,hand-sanitizer,hand-sanitizer,
2019-08-18,1,uk,hand-sanitizer,hand-sanitizer,
2019-08-25,1,uk,hand-sanitizer,hand-sanitizer,
2019-09-01,1,uk,hand-sanitizer,hand-sanitizer,
2019-09-08,1,uk,hand-sanitizer,hand-sanitizer,
2019-09-15,1,uk,hand-sanitizer,hand-sanitizer,
2019-09-22,1,uk,hand-sanitizer,hand-sanitizer,
2019-09-29,1,uk,hand-sanitizer,hand-sanitizer,
2019-10-06,1,uk,hand-sanitizer,hand-sanitizer,
2019-10-13,1,uk,hand-sanitizer,hand-sanitizer,
2019-10-20,1,uk,hand-sanitizer,hand-sanitizer,
2019-10-27,1,uk,hand-sanitizer,hand-sanitizer,
2019-11-03,1,uk,hand-sanitizer,hand-sanitizer,0.0
2019-11-10,1,uk,hand-sanitizer,hand-sanitizer,0.0
2019-11-17,1,uk,hand-sanitizer,hand-sanitizer,0.0
2019-11-24,1,uk,hand-sanitizer,hand-sanitizer,0.0
2019-12-01,1,uk,hand-sanitizer,hand-sanitizer,0.0
2019-12-08,1,uk,hand-sanitizer,hand-sanitizer,0.0
2019-12-15,1,uk,hand-sanitizer,hand-sanitizer,0.0
2019-12-22,1,uk,hand-sanitizer,hand-sanitizer,0.0
2019-12-29,1,uk,hand-sanitizer,hand-sanitizer,0.0
2020-01-05,1,uk,hand-sanitizer,hand-sanitizer,0.0
2020-01-12,1,uk,hand-sanitizer,hand-sanitizer,0.0
2020-01-19,1,uk,hand-sanitizer,hand-sanitizer,0.0
2020-01-26,1,uk,hand-sanitizer,hand-sanitizer,0.0
2020-02-02,1,uk,hand-sanitizer,hand-sanitizer,0.0
2020-02-09,3,uk,hand-sanitizer,hand-sanitizer,2.0
2020-02-16,1,uk,hand-sanitizer,hand-sanitizer,0.0
2020-02-23,13,uk,hand-sanitizer,hand-sanitizer,12.0
2020-03-01,90,uk,hand-sanitizer,hand-sanitizer,89.0
2020-03-08,100,uk,hand-sanitizer,hand-sanitizer,99.0
2020-03-15,85,uk,hand-sanitizer,hand-sanitizer,84.0
2020-03-22,27,uk,hand-sanitizer,hand-sanitizer,26.0
2020-03-29,17,uk,hand-sanitizer,hand-sanitizer,16.0
2020-04-05,11,uk,hand-sanitizer,hand-sanitizer,10.0
2020-04-12,10,uk,hand-sanitizer,hand-sanitizer,9.0
2020-04-19,8,uk,hand-sanitizer,hand-sanitizer,7.0
2020-04-26,7,uk,hand-sanitizer,hand-sanitizer,6.0
2020-05-03,7,uk,hand-sanitizer,hand-sanitizer,6.0
2020-05-10,9,uk,hand-sanitizer,hand-sanitizer,8.0
2020-05-17,8,uk,hand-sanitizer,hand-sanitizer,7.0
2020-05-24,7,uk,hand-sanitizer,hand-sanitizer,6.0
2020-05-31,7,uk,hand-sanitizer,hand-sanitizer,6.0
2020-06-07,6,uk,hand-sanitizer,hand-sanitizer,5.0
2020-06-14,6,uk,hand-sanitizer,hand-sanitizer,5.0
2020-06-21,7,uk,hand-sanitizer,hand-sanitizer,6.0
2020-06-28,6,uk,hand-sanitizer,hand-sanitizer,5.0
2020-07-05,6,uk,hand-sanitizer,hand-sanitizer,5.0
2020-07-12,6,uk,hand-sanitizer,hand-sanitizer,5.0
2020-07-19,5,uk,hand-sanitizer,hand-sanitizer,4.0
2020-07-26,4,uk,hand-sanitizer,hand-sanitizer,3.0
2020-08-02,5,uk,hand-sanitizer,hand-sanitizer,4.0
2020-08-09,4,uk,hand-sanitizer,hand-sanitizer,3.0
2020-08-16,4,uk,hand-sanitizer,hand-sanitizer,3.0
2020-08-23,4,uk,hand-sanitizer,hand-sanitizer,3.0
2020-08-30,5,uk,hand-sanitizer,hand-sanitizer,4.0
2020-09-06,4,uk,hand-sanitizer,hand-sanitizer,3.0
2020-09-13,4,uk,hand-sanitizer,hand-sanitizer,3.0
2020-09-20,5,uk,hand-sanitizer,hand-sanitizer,4.0
2020-09-27,3,uk,hand-sanitizer,hand-sanitizer,2.0
2020-10-04,3,uk,hand-sanitizer,hand-sanitizer,2.0
2020-10-11,3,uk,hand-sanitizer,hand-sanitizer,2.0
2020-10-18,2,uk,hand-sanitizer,hand-sanitizer,1.0
2020-10-25,2,uk,hand-sanitizer,hand-sanitizer,1.0
2020-11-01,2,uk,hand-sanitizer,hand-sanitizer,1.0
2018-11-04,29,uk,baking,baking,
2018-11-11,28,uk,baking,baking,
2018-11-18,28,uk,baking,baking,
2018-11-25,28,uk,baking,baking,
2018-12-02,31,uk,baking,baking,
2018-12-09,31,uk,baking,baking,
2018-12-16,33,uk,baking,baking,
2018-12-23,32,uk,baking,baking,
2018-12-30,28,uk,baking,baking,
2019-01-06,26,uk,baking,baking,
2019-01-13,25,uk,baking,baking,
2019-01-20,27,uk,baking,baking,
2019-01-27,25,uk,baking,baking,
2019-02-03,28,uk,baking,baking,
2019-02-10,30,uk,baking,baking,
2019-02-17,27,uk,baking,baking,
2019-02-24,26,uk,baking,baking,
2019-03-03,29,uk,baking,baking,
2019-03-10,29,uk,baking,baking,
2019-03-17,28,uk,baking,baking,
2019-03-24,28,uk,baking,baking,
2019-03-31,26,uk,baking,baking,
2019-04-07,27,uk,baking,baking,
2019-04-14,29,uk,baking,baking,
2019-04-21,23,uk,baking,baking,
2019-04-28,22,uk,baking,baking,
2019-05-05,24,uk,baking,baking,
2019-05-12,22,uk,baking,baking,
2019-05-19,23,uk,baking,baking,
2019-05-26,27,uk,baking,baking,
2019-06-02,23,uk,baking,baking,
2019-06-09,22,uk,baking,baking,
2019-06-16,23,uk,baking,baking,
2019-06-23,24,uk,baking,baking,
2019-06-30,24,uk,baking,baking,
2019-07-07,24,uk,baking,baking,
2019-07-14,23,uk,baking,baking,
2019-07-21,23,uk,baking,baking,
2019-07-28,26,uk,baking,baking,
2019-08-04,27,uk,baking,baking,
2019-08-11,28,uk,baking,baking,
2019-08-18,27,uk,baking,baking,
2019-08-25,28,uk,baking,baking,
2019-09-01,30,uk,baking,baking,
2019-09-08,28,uk,baking,baking,
2019-09-15,30,uk,baking,baking,
2019-09-22,30,uk,baking,baking,
2019-09-29,28,uk,baking,baking,
2019-10-06,29,uk,baking,baking,
2019-10-13,29,uk,baking,baking,
2019-10-20,30,uk,baking,baking,
2019-10-27,33,uk,baking,baking,
2019-11-03,28,uk,baking,baking,-1.0
2019-11-10,29,uk,baking,baking,1.0
2019-11-17,31,uk,baking,baking,3.0
2019-11-24,28,uk,baking,baking,0.0
2019-12-01,30,uk,baking,baking,-1.0
2019-12-08,28,uk,baking,baking,-3.0
2019-12-15,33,uk,baking,baking,0.0
2019-12-22,33,uk,baking,baking,1.0
2019-12-29,26,uk,baking,baking,-2.0
2020-01-05,26,uk,baking,baking,0.0
2020-01-12,28,uk,baking,baking,3.0
2020-01-19,26,uk,baking,baking,-1.0
2020-01-26,27,uk,baking,baking,2.0
2020-02-02,30,uk,baking,baking,2.0
2020-02-09,30,uk,baking,baking,0.0
2020-02-16,31,uk,baking,baking,4.0
2020-02-23,29,uk,baking,baking,3.0
2020-03-01,27,uk,baking,baking,-2.0
2020-03-08,29,uk,baking,baking,0.0
2020-03-15,36,uk,baking,baking,8.0
2020-03-22,65,uk,baking,baking,37.0
2020-03-29,92,uk,baking,baking,66.0
2020-04-05,100,uk,baking,baking,73.0
2020-04-12,98,uk,baking,baking,69.0
2020-04-19,87,uk,baking,baking,64.0
2020-04-26,94,uk,baking,baking,72.0
2020-05-03,92,uk,baking,baking,68.0
2020-05-10,84,uk,baking,baking,62.0
2020-05-17,77,uk,baking,baking,54.0
2020-05-24,64,uk,baking,baking,37.0
2020-05-31,61,uk,baking,baking,38.0
2020-06-07,58,uk,baking,baking,36.0
2020-06-14,51,uk,baking,baking,28.0
2020-06-21,44,uk,baking,baking,20.0
2020-06-28,46,uk,baking,baking,22.0
2020-07-05,42,uk,baking,baking,18.0
2020-07-12,39,uk,baking,baking,16.0
2020-07-19,40,uk,baking,baking,17.0
2020-07-26,36,uk,baking,baking,10.0
2020-08-02,32,uk,baking,baking,5.0
2020-08-09,32,uk,baking,baking,4.0
2020-08-16,32,uk,baking,baking,5.0
2020-08-23,33,uk,baking,baking,5.0
2020-08-30,32,uk,baking,baking,2.0
2020-09-06,32,uk,baking,baking,4.0
2020-09-13,29,uk,baking,baking,-1.0
2020-09-20,34,uk,baking,baking,4.0
2020-09-27,37,uk,baking,baking,9.0
2020-10-04,40,uk,baking,baking,11.0
2020-10-11,41,uk,baking,baking,12.0
2020-10-18,41,uk,baking,baking,11.0
2020-10-25,51,uk,baking,baking,18.0
2020-11-01,38,uk,baking,baking,10.0
2018-11-04,55,uk,to-go,to-go,
2018-11-11,56,uk,to-go,to-go,
2018-11-18,56,uk,to-go,to-go,
2018-11-25,55,uk,to-go,to-go,
2018-12-02,53,uk,to-go,to-go,
2018-12-09,52,uk,to-go,to-go,
2018-12-16,49,uk,to-go,to-go,
2018-12-23,62,uk,to-go,to-go,
2018-12-30,70,uk,to-go,to-go,
2019-01-06,66,uk,to-go,to-go,
2019-01-13,63,uk,to-go,to-go,
2019-01-20,63,uk,to-go,to-go,
2019-01-27,59,uk,to-go,to-go,
2019-02-03,60,uk,to-go,to-go,
2019-02-10,60,uk,to-go,to-go,
2019-02-17,63,uk,to-go,to-go,
2019-02-24,61,uk,to-go,to-go,
2019-03-03,60,uk,to-go,to-go,
2019-03-10,57,uk,to-go,to-go,
2019-03-17,61,uk,to-go,to-go,
2019-03-24,60,uk,to-go,to-go,
2019-03-31,60,uk,to-go,to-go,
2019-04-07,63,uk,to-go,to-go,
2019-04-14,63,uk,to-go,to-go,
2019-04-21,61,uk,to-go,to-go,
2019-04-28,58,uk,to-go,to-go,
2019-05-05,60,uk,to-go,to-go,
2019-05-12,59,uk,to-go,to-go,
2019-05-19,62,uk,to-go,to-go,
2019-05-26,64,uk,to-go,to-go,
2019-06-02,59,uk,to-go,to-go,
2019-06-09,59,uk,to-go,to-go,
2019-06-16,62,uk,to-go,to-go,
2019-06-23,64,uk,to-go,to-go,
2019-06-30,63,uk,to-go,to-go,
2019-07-07,63,uk,to-go,to-go,
2019-07-14,67,uk,to-go,to-go,
2019-07-21,66,uk,to-go,to-go,
2019-07-28,67,uk,to-go,to-go,
2019-08-04,68,uk,to-go,to-go,
2019-08-11,67,uk,to-go,to-go,
2019-08-18,70,uk,to-go,to-go,
