date,score,country,term,translated_term,score_difference
2020-09-06,92,nl,coffee,koffie,9.0
2020-09-13,78,nl,coffee,koffie,-7.0
2020-09-20,85,nl,coffee,koffie,7.0
2020-09-27,91,nl,coffee,koffie,10.0
2020-10-04,93,nl,coffee,koffie,9.0
2020-10-11,94,nl,coffee,koffie,16.0
2020-10-18,88,nl,coffee,koffie,2.0
2020-10-25,86,nl,coffee,koffie,-5.0
2020-11-01,82,nl,coffee,koffie,-5.0
2019-11-03,91,ger,coffee,kaffee,7.0
2019-11-10,91,ger,coffee,kaffee,0.0
2019-11-17,92,ger,coffee,kaffee,4.0
2019-11-24,87,ger,coffee,kaffee,-2.0
2019-12-01,93,ger,coffee,kaffee,10.0
2019-12-08,94,ger,coffee,kaffee,9.0
2019-12-15,93,ger,coffee,kaffee,2.0
2019-12-22,100,ger,coffee,kaffee,13.0
2019-12-29,95,ger,coffee,kaffee,4.0
2020-01-05,96,ger,coffee,kaffee,10.0
2020-01-12,94,ger,coffee,kaffee,6.0
2020-01-19,99,ger,coffee,kaffee,12.0
2020-01-26,93,ger,coffee,kaffee,-2.0
2020-02-02,94,ger,coffee,kaffee,8.0
2020-02-09,97,ger,coffee,kaffee,8.0
2020-02-16,95,ger,coffee,kaffee,8.0
2020-02-23,87,ger,coffee,kaffee,-3.0
2020-03-01,90,ger,coffee,kaffee,0.0
2020-03-08,78,ger,coffee,kaffee,-15.0
2020-03-15,64,ger,coffee,kaffee,-25.0
2020-03-22,73,ger,coffee,kaffee,-16.0
2020-03-29,83,ger,coffee,kaffee,0.0
2020-04-05,81,ger,coffee,kaffee,-5.0
2020-04-12,87,ger,coffee,kaffee,0.0
2020-04-19,84,ger,coffee,kaffee,6.0
2020-04-26,83,ger,coffee,kaffee,-5.0
2020-05-03,92,ger,coffee,kaffee,4.0
2020-05-10,89,ger,coffee,kaffee,4.0
2020-05-17,96,ger,coffee,kaffee,16.0
2020-05-24,92,ger,coffee,kaffee,13.0
2020-05-31,93,ger,coffee,kaffee,17.0
2020-06-07,95,ger,coffee,kaffee,15.0
2020-06-14,89,ger,coffee,kaffee,12.0
2020-06-21,91,ger,coffee,kaffee,23.0
2020-06-28,93,ger,coffee,kaffee,15.0
2020-07-05,92,ger,coffee,kaffee,13.0
2020-07-12,93,ger,coffee,kaffee,9.0
2020-07-19,93,ger,coffee,kaffee,15.0
2020-07-26,95,ger,coffee,kaffee,12.0
2020-08-02,90,ger,coffee,kaffee,6.0
2020-08-09,90,ger,coffee,kaffee,0.0
2020-08-16,92,ger,coffee,kaffee,9.0
2020-08-23,99,ger,coffee,kaffee,21.0
2020-08-30,93,ger,coffee,kaffee,9.0
2020-09-06,96,ger,coffee,kaffee,15.0
2020-09-13,91,ger,coffee,kaffee,9.0
2020-09-20,94,ger,coffee,kaffee,8.0
2020-09-27,97,ger,coffee,kaffee,1.0
2020-10-04,92,ger,coffee,kaffee,3.0
2020-10-11,95,ger,coffee,kaffee,9.0
2020-10-18,93,ger,coffee,kaffee,10.0
2020-10-25,89,ger,coffee,kaffee,-3.0
2020-11-01,76,ger,coffee,kaffee,-15.0
2019-11-03,55,ger,cooking,kochen,7.0
2019-11-10,59,ger,cooking,kochen,11.0
2019-11-17,55,ger,cooking,kochen,9.0
2019-11-24,49,ger,cooking,kochen,5.0
2019-12-01,51,ger,cooking,kochen,7.0
2019-12-08,51,ger,cooking,kochen,4.0
2019-12-15,53,ger,cooking,kochen,3.0
2019-12-22,75,ger,cooking,kochen,14.0
2019-12-29,63,ger,cooking,kochen,6.0
2020-01-05,56,ger,cooking,kochen,6.0
2020-01-12,56,ger,cooking,kochen,7.0
2020-01-19,57,ger,cooking,kochen,7.0
2020-01-26,53,ger,cooking,kochen,4.0
2020-02-02,53,ger,cooking,kochen,5.0
2020-02-09,51,ger,cooking,kochen,5.0
2020-02-16,50,ger,cooking,kochen,6.0
2020-02-23,52,ger,cooking,kochen,10.0
2020-03-01,51,ger,cooking,kochen,5.0
2020-03-08,47,ger,cooking,kochen,-1.0
2020-03-15,50,ger,cooking,kochen,3.0
2020-03-22,63,ger,cooking,kochen,17.0
2020-03-29,72,ger,cooking,kochen,25.0
2020-04-05,100,ger,cooking,kochen,41.0
2020-04-12,84,ger,cooking,kochen,2.0
2020-04-19,78,ger,cooking,kochen,17.0
2020-04-26,82,ger,cooking,kochen,17.0
2020-05-03,73,ger,cooking,kochen,9.0
2020-05-10,74,ger,cooking,kochen,14.0
2020-05-17,67,ger,cooking,kochen,14.0
2020-05-24,60,ger,cooking,kochen,11.0
2020-05-31,59,ger,cooking,kochen,16.0
2020-06-07,58,ger,cooking,kochen,12.0
2020-06-14,54,ger,cooking,kochen,10.0
2020-06-21,49,ger,cooking,kochen,12.0
2020-06-28,48,ger,cooking,kochen,11.0
2020-07-05,48,ger,cooking,kochen,7.0
2020-07-12,49,ger,cooking,kochen,8.0
2020-07-19,47,ger,cooking,kochen,8.0
2020-07-26,48,ger,cooking,kochen,7.0
2020-08-02,48,ger,cooking,kochen,4.0
2020-08-09,45,ger,cooking,kochen,0.0
2020-08-16,47,ger,cooking,kochen,3.0
2020-08-23,53,ger,cooking,kochen,9.0
2020-08-30,51,ger,cooking,kochen,3.0
2020-09-06,52,ger,cooking,kochen,6.0
2020-09-13,48,ger,cooking,kochen,1.0
2020-09-20,53,ger,cooking,kochen,4.0
2020-09-27,54,ger,cooking,kochen,-1.0
2020-10-04,54,ger,cooking,kochen,-2.0
2020-10-11,61,ger,cooking,kochen,7.0
2020-10-18,61,ger,cooking,kochen,6.0
2020-10-25,59,ger,cooking,kochen,3.0
2020-11-01,56,ger,cooking,kochen,1.0
2019-11-03,24,uk,cooking,cooking,-1.0
2019-11-10,24,uk,cooking,cooking,0.0
2019-11-17,25,uk,cooking,cooking,1.0
2019-11-24,24,uk,cooking,cooking,0.0
2019-12-01,23,uk,cooking,cooking,-2.0
2019-12-08,24,uk,cooking,cooking,-1.0
2019-12-15,31,uk,cooking,cooking,-3.0
2019-12-22,100,uk,cooking,cooking,0.0
2019-12-29,31,uk,cooking,cooking,-1.0
2020-01-05,27,uk,cooking,cooking,1.0
2020-01-12,26,uk,cooking,cooking,0.0
2020-01-19,25,uk,cooking,cooking,0.0
2020-01-26,24,uk,cooking,cooking,1.0
2020-02-02,23,uk,cooking,cooking,-1.0
2020-02-09,25,uk,cooking,cooking,0.0
2020-02-16,24,uk,cooking,cooking,2.0
2020-02-23,25,uk,cooking,cooking,2.0
2020-03-01,24,uk,cooking,cooking,0.0
2020-03-08,22,uk,cooking,cooking,-3.0
2020-03-15,24,uk,cooking,cooking,0.0
2020-03-22,34,uk,cooking,cooking,11.0
2020-03-29,40,uk,cooking,cooking,17.0
2020-04-05,44,uk,cooking,cooking,21.0
2020-04-12,50,uk,cooking,cooking,25.0
2020-04-19,41,uk,cooking,cooking,16.0
2020-04-26,40,uk,cooking,cooking,19.0
2020-05-03,39,uk,cooking,cooking,16.0
2020-05-10,36,uk,cooking,cooking,16.0
2020-05-17,33,uk,cooking,cooking,14.0
2020-05-24,32,uk,cooking,cooking,12.0
2020-05-31,29,uk,cooking,cooking,8.0
2020-06-07,29,uk,cooking,cooking,6.0
2020-06-14,28,uk,cooking,cooking,7.0
2020-06-21,27,uk,cooking,cooking,8.0
2020-06-28,26,uk,cooking,cooking,7.0
2020-07-05,27,uk,cooking,cooking,7.0
2020-07-12,25,uk,cooking,cooking,6.0
2020-07-19,26,uk,cooking,cooking,7.0
2020-07-26,25,uk,cooking,cooking,5.0
2020-08-02,26,uk,cooking,cooking,6.0
2020-08-09,24,uk,cooking,cooking,1.0
2020-08-16,26,uk,cooking,cooking,4.0
2020-08-23,26,uk,cooking,cooking,3.0
2020-08-30,27,uk,cooking,cooking,4.0
2020-09-06,27,uk,cooking,cooking,5.0
2020-09-13,27,uk,cooking,cooking,5.0
2020-09-20,26,uk,cooking,cooking,3.0
2020-09-27,29,uk,cooking,cooking,6.0
2020-10-04,28,uk,cooking,cooking,5.0
2020-10-11,28,uk,cooking,cooking,5.0
2020-10-18,29,uk,cooking,cooking,6.0
2020-10-25,29,uk,cooking,cooking,5.0
2020-11-01,27,uk,cooking,cooking,3.0
2019-11-03,59,nl,cooking,koken,4.0
2019-11-10,55,nl,cooking,koken,7.0
2019-11-17,55,nl,cooking,koken,5.0
2019-11-24,52,nl,cooking,koken,-1.0
2019-12-01,48,nl,cooking,koken,2.0
2019-12-08,50,nl,cooking,koken,-1.0
2019-12-15,49,nl,cooking,koken,1.0
2019-12-22,70,nl,cooking,koken,-3.0
2019-12-29,50,nl,cooking,koken,-2.0
2020-01-05,55,nl,cooking,koken,-1.0
2020-01-12,57,nl,cooking,koken,2.0
2020-01-19,54,nl,cooking,koken,4.0
2020-01-26,50,nl,cooking,koken,1.0
2020-02-02,55,nl,cooking,koken,1.0
2020-02-09,51,nl,cooking,koken,0.0
2020-02-16,51,nl,cooking,koken,1.0
2020-02-23,52,nl,cooking,koken,8.0
2020-03-01,47,nl,cooking,koken,-3.0
2020-03-08,46,nl,cooking,koken,-3.0
2020-03-15,53,nl,cooking,koken,5.0
2020-03-22,61,nl,cooking,koken,9.0
2020-03-29,71,nl,cooking,koken,16.0
2020-04-05,75,nl,cooking,koken,14.0
2020-04-12,100,nl,cooking,koken,33.0
2020-04-19,87,nl,cooking,koken,13.0
2020-04-26,89,nl,cooking,koken,21.0
2020-05-03,77,nl,cooking,koken,13.0
2020-05-10,81,nl,cooking,koken,20.0
2020-05-17,73,nl,cooking,koken,20.0
2020-05-24,60,nl,cooking,koken,5.0
2020-05-31,56,nl,cooking,koken,7.0
2020-06-07,61,nl,cooking,koken,10.0
2020-06-14,58,nl,cooking,koken,12.0
2020-06-21,47,nl,cooking,koken,7.0
2020-06-28,52,nl,cooking,koken,12.0
2020-07-05,52,nl,cooking,koken,9.0
2020-07-12,52,nl,cooking,koken,6.0
2020-07-19,53,nl,cooking,koken,12.0
2020-07-26,54,nl,cooking,koken,8.0
2020-08-02,53,nl,cooking,koken,2.0
2020-08-09,45,nl,cooking,koken,-10.0
2020-08-16,51,nl,cooking,koken,0.0
2020-08-23,54,nl,cooking,koken,7.0
2020-08-30,58,nl,cooking,koken,5.0
2020-09-06,59,nl,cooking,koken,7.0
2020-09-13,55,nl,cooking,koken,3.0
2020-09-20,57,nl,cooking,koken,1.0
2020-09-27,65,nl,cooking,koken,15.0
2020-10-04,64,nl,cooking,koken,12.0
2020-10-11,63,nl,cooking,koken,11.0
2020-10-18,66,nl,cooking,koken,14.0
2020-10-25,63,nl,cooking,koken,11.0
2020-11-01,59,nl,cooking,koken,0.0
2019-11-03,4,ger,facemask,maske,0.0
2019-11-10,4,ger,facemask,maske,0.0
2019-11-17,4,ger,facemask,maske,0.0
2019-11-24,4,ger,facemask,maske,0.0
2019-12-01,4,ger,facemask,maske,0.0
2019-12-08,4,ger,facemask,maske,0.0
2019-12-15,4,ger,facemask,maske,0.0
2019-12-22,4,ger,facemask,maske,-1.0
2019-12-29,4,ger,facemask,maske,-1.0
2020-01-05,4,ger,facemask,maske,0.0
2020-01-12,4,ger,facemask,maske,-1.0
2020-01-19,5,ger,facemask,maske,0.0
2020-01-26,9,ger,facemask,maske,4.0
2020-02-02,7,ger,facemask,maske,2.0
2020-02-09,6,ger,facemask,maske,1.0
2020-02-16,7,ger,facemask,maske,1.0
2020-02-23,23,ger,facemask,maske,17.0
2020-03-01,10,ger,facemask,maske,5.0
2020-03-08,11,ger,facemask,maske,6.0
2020-03-15,20,ger,facemask,maske,15.0
2020-03-22,25,ger,facemask,maske,21.0
2020-03-29,36,ger,facemask,maske,32.0
2020-04-05,30,ger,facemask,maske,26.0
2020-04-12,41,ger,facemask,maske,37.0
2020-04-19,100,ger,facemask,maske,96.0
2020-04-26,78,ger,facemask,maske,74.0
2020-05-03,36,ger,facemask,maske,32.0
2020-05-10,32,ger,facemask,maske,28.0
2020-05-17,24,ger,facemask,maske,20.0
2020-05-24,20,ger,facemask,maske,16.0
2020-05-31,17,ger,facemask,maske,13.0
2020-06-07,16,ger,facemask,maske,12.0
2020-06-14,16,ger,facemask,maske,12.0
2020-06-21,14,ger,facemask,maske,10.0
2020-06-28,15,ger,facemask,maske,11.0
2020-07-05,16,ger,facemask,maske,12.0
2020-07-12,18,ger,facemask,maske,14.0
2020-07-19,16,ger,facemask,maske,12.0
2020-07-26,17,ger,facemask,maske,13.0
2020-08-02,21,ger,facemask,maske,17.0
2020-08-09,22,ger,facemask,maske,18.0
2020-08-16,24,ger,facemask,maske,20.0
2020-08-23,24,ger,facemask,maske,20.0
2020-08-30,21,ger,facemask,maske,17.0
2020-09-06,19,ger,facemask,maske,15.0
2020-09-13,18,ger,facemask,maske,14.0
2020-09-20,19,ger,facemask,maske,14.0
2020-09-27,22,ger,facemask,maske,17.0
2020-10-04,25,ger,facemask,maske,20.0
2020-10-11,31,ger,facemask,maske,26.0
2020-10-18,40,ger,facemask,maske,34.0
2020-10-25,51,ger,facemask,maske,44.0
2020-11-01,35,ger,facemask,maske,31.0
2019-11-03,2,uk,facemask,facemask,0.0
2019-11-10,2,uk,facemask,facemask,0.0
2019-11-17,3,uk,facemask,facemask,1.0
2019-11-24,2,uk,facemask,facemask,0.0
2019-12-01,3,uk,facemask,facemask,1.0
2019-12-08,3,uk,facemask,facemask,1.0
2019-12-15,3,uk,facemask,facemask,0.0
2019-12-22,2,uk,facemask,facemask,0.0
2019-12-29,3,uk,facemask,facemask,0.0
2020-01-05,2,uk,facemask,facemask,-1.0
2020-01-12,2,uk,facemask,facemask,0.0
2020-01-19,4,uk,facemask,facemask,2.0
2020-01-26,9,uk,facemask,facemask,7.0
2020-02-02,6,uk,facemask,facemask,4.0
2020-02-09,6,uk,facemask,facemask,4.0
2020-02-16,3,uk,facemask,facemask,0.0
2020-02-23,11,uk,facemask,facemask,9.0
2020-03-01,10,uk,facemask,facemask,8.0
2020-03-08,10,uk,facemask,facemask,8.0
2020-03-15,14,uk,facemask,facemask,12.0
2020-03-22,18,uk,facemask,facemask,16.0
2020-03-29,22,uk,facemask,facemask,20.0
2020-04-05,17,uk,facemask,facemask,15.0
2020-04-12,22,uk,facemask,facemask,20.0
2020-04-19,24,uk,facemask,facemask,22.0
2020-04-26,30,uk,facemask,facemask,28.0
2020-05-03,26,uk,facemask,facemask,24.0
2020-05-10,46,uk,facemask,facemask,44.0
2020-05-17,24,uk,facemask,facemask,22.0
2020-05-24,17,uk,facemask,facemask,15.0
2020-05-31,34,uk,facemask,facemask,32.0
2020-06-07,32,uk,facemask,facemask,30.0
2020-06-14,29,uk,facemask,facemask,27.0
2020-06-21,20,uk,facemask,facemask,18.0
2020-06-28,25,uk,facemask,facemask,23.0
2020-07-05,34,uk,facemask,facemask,32.0
2020-07-12,100,uk,facemask,facemask,98.0
2020-07-19,75,uk,facemask,facemask,73.0
2020-07-26,44,uk,facemask,facemask,42.0
2020-08-02,32,uk,facemask,facemask,30.0
2020-08-09,23,uk,facemask,facemask,21.0
2020-08-16,20,uk,facemask,facemask,18.0
2020-08-23,24,uk,facemask,facemask,22.0
2020-08-30,21,uk,facemask,facemask,19.0
2020-09-06,19,uk,facemask,facemask,17.0
2020-09-13,19,uk,facemask,facemask,17.0
2020-09-20,27,uk,facemask,facemask,25.0
2020-09-27,22,uk,facemask,facemask,20.0
2020-10-04,19,uk,facemask,facemask,17.0
2020-10-11,18,uk,facemask,facemask,16.0
2020-10-18,16,uk,facemask,facemask,14.0
2020-10-25,18,uk,facemask,facemask,15.0
2020-11-01,16,uk,facemask,facemask,14.0
2019-11-03,1,nl,facemask,mondkapje,0.0
2019-11-10,1,nl,facemask,mondkapje,0.0
2019-11-17,1,nl,facemask,mondkapje,0.0
2019-11-24,1,nl,facemask,mondkapje,0.0
2019-12-01,1,nl,facemask,mondkapje,0.0
2019-12-08,1,nl,facemask,mondkapje,0.0
2019-12-15,1,nl,facemask,mondkapje,0.0
2019-12-22,1,nl,facemask,mondkapje,0.0
2019-12-29,1,nl,facemask,mondkapje,0.0
2020-01-05,1,nl,facemask,mondkapje,0.0
2020-01-12,1,nl,facemask,mondkapje,0.0
2020-01-19,2,nl,facemask,mondkapje,1.0
2020-01-26,6,nl,facemask,mondkapje,5.0
2020-02-02,2,nl,facemask,mondkapje,1.0
2020-02-09,1,nl,facemask,mondkapje,0.0
2020-02-16,1,nl,facemask,mondkapje,0.0
2020-02-23,26,nl,facemask,mondkapje,25.0
2020-03-01,7,nl,facemask,mondkapje,7.0
2020-03-08,5,nl,facemask,mondkapje,4.0
2020-03-15,16,nl,facemask,mondkapje,15.0
2020-03-22,11,nl,facemask,mondkapje,10.0
2020-03-29,7,nl,facemask,mondkapje,6.0
2020-04-05,5,nl,facemask,mondkapje,4.0
2020-04-12,8,nl,facemask,mondkapje,7.0
2020-04-19,7,nl,facemask,mondkapje,6.0
2020-04-26,13,nl,facemask,mondkapje,12.0
2020-05-03,65,nl,facemask,mondkapje,64.0
2020-05-10,37,nl,facemask,mondkapje,36.0
2020-05-17,27,nl,facemask,mondkapje,26.0
2020-05-24,20,nl,facemask,mondkapje,19.0
2020-05-31,26,nl,facemask,mondkapje,25.0
2020-06-07,16,nl,facemask,mondkapje,15.0
2020-06-14,15,nl,facemask,mondkapje,14.0
2020-06-21,12,nl,facemask,mondkapje,11.0
2020-06-28,15,nl,facemask,mondkapje,14.0
2020-07-05,19,nl,facemask,mondkapje,18.0
2020-07-12,25,nl,facemask,mondkapje,24.0
2020-07-19,36,nl,facemask,mondkapje,35.0
2020-07-26,32,nl,facemask,mondkapje,31.0
2020-08-02,26,nl,facemask,mondkapje,25.0
2020-08-09,16,nl,facemask,mondkapje,15.0
2020-08-16,17,nl,facemask,mondkapje,17.0
2020-08-23,16,nl,facemask,mondkapje,15.0
2020-08-30,12,nl,facemask,mondkapje,11.0
2020-09-06,8,nl,facemask,mondkapje,7.0
2020-09-13,9,nl,facemask,mondkapje,8.0
2020-09-20,10,nl,facemask,mondkapje,9.0
2020-09-27,100,nl,facemask,mondkapje,99.0
2020-10-04,70,nl,facemask,mondkapje,69.0
2020-10-11,85,nl,facemask,mondkapje,84.0
2020-10-18,42,nl,facemask,mondkapje,41.0
2020-10-25,28,nl,facemask,mondkapje,27.0
2020-11-01,19,nl,facemask,mondkapje,18.0
2019-11-03,18,ger,grocerydelivery,lieferdienst,3.0
2019-11-10,18,ger,grocerydelivery,lieferdienst,2.0
2019-11-17,17,ger,grocerydelivery,lieferdienst,3.0
2019-11-24,20,ger,grocerydelivery,lieferdienst,0.0
2019-12-01,21,ger,grocerydelivery,lieferdienst,1.0
2019-12-08,19,ger,grocerydelivery,lieferdienst,-1.0
2019-12-15,20,ger,grocerydelivery,lieferdienst,2.0
2019-12-22,25,ger,grocerydelivery,lieferdienst,4.0
2019-12-29,26,ger,grocerydelivery,lieferdienst,-2.0
2020-01-05,18,ger,grocerydelivery,lieferdienst,0.0
2020-01-12,23,ger,grocerydelivery,lieferdienst,3.0
2020-01-19,18,ger,grocerydelivery,lieferdienst,-2.0
2020-01-26,21,ger,grocerydelivery,lieferdienst,4.0
2020-02-02,20,ger,grocerydelivery,lieferdienst,0.0
2020-02-09,21,ger,grocerydelivery,lieferdienst,2.0
2020-02-16,18,ger,grocerydelivery,lieferdienst,1.0
2020-02-23,19,ger,grocerydelivery,lieferdienst,0.0
2020-03-01,17,ger,grocerydelivery,lieferdienst,-5.0
2020-03-08,26,ger,grocerydelivery,lieferdienst,11.0
2020-03-15,82,ger,grocerydelivery,lieferdienst,63.0
2020-03-22,89,ger,grocerydelivery,lieferdienst,67.0
2020-03-29,100,ger,grocerydelivery,lieferdienst,84.0
2020-04-05,79,ger,grocerydelivery,lieferdienst,60.0
2020-04-12,45,ger,grocerydelivery,lieferdienst,27.0
2020-04-19,46,ger,grocerydelivery,lieferdienst,28.0
2020-04-26,56,ger,grocerydelivery,lieferdienst,35.0
2020-05-03,35,ger,grocerydelivery,lieferdienst,17.0
2020-05-10,35,ger,grocerydelivery,lieferdienst,18.0
2020-05-17,42,ger,grocerydelivery,lieferdienst,27.0
2020-05-24,33,ger,grocerydelivery,lieferdienst,15.0
2020-05-31,31,ger,grocerydelivery,lieferdienst,16.0
2020-06-07,28,ger,grocerydelivery,lieferdienst,9.0
2020-06-14,32,ger,grocerydelivery,lieferdienst,17.0
2020-06-21,25,ger,grocerydelivery,lieferdienst,8.0
2020-06-28,26,ger,grocerydelivery,lieferdienst,9.0
2020-07-05,25,ger,grocerydelivery,lieferdienst,8.0
2020-07-12,28,ger,grocerydelivery,lieferdienst,9.0
2020-07-19,26,ger,grocerydelivery,lieferdienst,11.0
2020-07-26,28,ger,grocerydelivery,lieferdienst,7.0
2020-08-02,34,ger,grocerydelivery,lieferdienst,12.0
2020-08-09,34,ger,grocerydelivery,lieferdienst,10.0
2020-08-16,29,ger,grocerydelivery,lieferdienst,10.0
2020-08-23,33,ger,grocerydelivery,lieferdienst,16.0
2020-08-30,25,ger,grocerydelivery,lieferdienst,9.0
2020-09-06,26,ger,grocerydelivery,lieferdienst,7.0
2020-09-13,26,ger,grocerydelivery,lieferdienst,5.0
2020-09-20,28,ger,grocerydelivery,lieferdienst,10.0
2020-09-27,31,ger,grocerydelivery,lieferdienst,7.0
2020-10-04,24,ger,grocerydelivery,lieferdienst,2.0
2020-10-11,31,ger,grocerydelivery,lieferdienst,15.0
2020-10-18,33,ger,grocerydelivery,lieferdienst,16.0
2020-10-25,35,ger,grocerydelivery,lieferdienst,9.0
2020-11-01,41,ger,grocerydelivery,lieferdienst,23.0
2019-11-03,2,uk,grocerydelivery,grocerydelivery,0.0
2019-11-10,4,uk,grocerydelivery,grocerydelivery,2.0
2019-11-17,4,uk,grocerydelivery,grocerydelivery,2.0
2019-11-24,3,uk,grocerydelivery,grocerydelivery,0.0
2019-12-01,3,uk,grocerydelivery,grocerydelivery,0.0
2019-12-08,3,uk,grocerydelivery,grocerydelivery,1.0
2019-12-15,5,uk,grocerydelivery,grocerydelivery,2.0
2019-12-22,3,uk,grocerydelivery,grocerydelivery,2.0
2019-12-29,4,uk,grocerydelivery,grocerydelivery,2.0
2020-01-05,4,uk,grocerydelivery,grocerydelivery,1.0
2020-01-12,3,uk,grocerydelivery,grocerydelivery,0.0
2020-01-19,3,uk,grocerydelivery,grocerydelivery,1.0
2020-01-26,4,uk,grocerydelivery,grocerydelivery,1.0
2020-02-02,3,uk,grocerydelivery,grocerydelivery,0.0
2020-02-09,5,uk,grocerydelivery,grocerydelivery,2.0
2020-02-16,4,uk,grocerydelivery,grocerydelivery,2.0
2020-02-23,3,uk,grocerydelivery,grocerydelivery,1.0
2020-03-01,5,uk,grocerydelivery,grocerydelivery,2.0
2020-03-08,9,uk,grocerydelivery,grocerydelivery,6.0
2020-03-15,43,uk,grocerydelivery,grocerydelivery,41.0
2020-03-22,100,uk,grocerydelivery,grocerydelivery,97.0
2020-03-29,63,uk,grocerydelivery,grocerydelivery,61.0
2020-04-05,39,uk,grocerydelivery,grocerydelivery,37.0
2020-04-12,32,uk,grocerydelivery,grocerydelivery,29.0
2020-04-19,22,uk,grocerydelivery,grocerydelivery,20.0
2020-04-26,16,uk,grocerydelivery,grocerydelivery,13.0
2020-05-03,11,uk,grocerydelivery,grocerydelivery,9.0
2020-05-10,12,uk,grocerydelivery,grocerydelivery,10.0
2020-05-17,9,uk,grocerydelivery,grocerydelivery,8.0
2020-05-24,8,uk,grocerydelivery,grocerydelivery,6.0
2020-05-31,8,uk,grocerydelivery,grocerydelivery,5.0
2020-06-07,6,uk,grocerydelivery,grocerydelivery,4.0
2020-06-14,7,uk,grocerydelivery,grocerydelivery,4.0
2020-06-21,6,uk,grocerydelivery,grocerydelivery,3.0
2020-06-28,4,uk,grocerydelivery,grocerydelivery,1.0
2020-07-05,5,uk,grocerydelivery,grocerydelivery,2.0
2020-07-12,3,uk,grocerydelivery,grocerydelivery,1.0
2020-07-19,5,uk,grocerydelivery,grocerydelivery,3.0
2020-07-26,6,uk,grocerydelivery,grocerydelivery,3.0
2020-08-02,6,uk,grocerydelivery,grocerydelivery,3.0
2020-08-09,5,uk,grocerydelivery,grocerydelivery,2.0
2020-08-16,5,uk,grocerydelivery,grocerydelivery,2.0
2020-08-23,7,uk,grocerydelivery,grocerydelivery,4.0
2020-08-30,8,uk,grocerydelivery,grocerydelivery,5.0
2020-09-06,7,uk,grocerydelivery,grocerydelivery,4.0
2020-09-13,5,uk,grocerydelivery,grocerydelivery,2.0
2020-09-20,8,uk,grocerydelivery,grocerydelivery,6.0
2020-09-27,9,uk,grocerydelivery,grocerydelivery,6.0
2020-10-04,9,uk,grocerydelivery,grocerydelivery,6.0
2020-10-11,7,uk,grocerydelivery,grocerydelivery,4.0
2020-10-18,6,uk,grocerydelivery,grocerydelivery,2.0
2020-10-25,6,uk,grocerydelivery,grocerydelivery,3.0
2020-11-01,9,uk,grocerydelivery,grocerydelivery,7.0
2019-11-03,9,nl,grocerydelivery,boodschappenbezorgen,-2.0
2019-11-10,3,nl,grocerydelivery,boodschappenbezorgen,-12.0
2019-11-17,5,nl,grocerydelivery,boodschappenbezorgen,0.0
2019-11-24,8,nl,grocerydelivery,boodschappenbezorgen,0.0
2019-12-01,7,nl,grocerydelivery,boodschappenbezorgen,-2.0
2019-12-08,5,nl,grocerydelivery,boodschappenbezorgen,-6.0
2019-12-15,9,nl,grocerydelivery,boodschappenbezorgen,1.0
2019-12-22,3,nl,grocerydelivery,boodschappenbezorgen,-5.0
2019-12-29,5,nl,grocerydelivery,boodschappenbezorgen,-8.0
2020-01-05,8,nl,grocerydelivery,boodschappenbezorgen,0.0
2020-01-12,6,nl,grocerydelivery,boodschappenbezorgen,-2.0
2020-01-19,4,nl,grocerydelivery,boodschappenbezorgen,-6.0
2020-01-26,6,nl,grocerydelivery,boodschappenbezorgen,-5.0
2020-02-02,13,nl,grocerydelivery,boodschappenbezorgen,3.0
2020-02-09,8,nl,grocerydelivery,boodschappenbezorgen,-3.0
2020-02-16,10,nl,grocerydelivery,boodschappenbezorgen,-4.0
2020-02-23,16,nl,grocerydelivery,boodschappenbezorgen,8.0
2020-03-01,7,nl,grocerydelivery,boodschappenbezorgen,0.0
2020-03-08,29,nl,grocerydelivery,boodschappenbezorgen,22.0
2020-03-15,93,nl,grocerydelivery,boodschappenbezorgen,87.0
2020-03-22,100,nl,grocerydelivery,boodschappenbezorgen,95.0
2020-03-29,45,nl,grocerydelivery,boodschappenbezorgen,36.0
2020-04-05,18,nl,grocerydelivery,boodschappenbezorgen,10.0
2020-04-12,16,nl,grocerydelivery,boodschappenbezorgen,10.0
2020-04-19,17,nl,grocerydelivery,boodschappenbezorgen,14.0
2020-04-26,8,nl,grocerydelivery,boodschappenbezorgen,3.0
2020-05-03,8,nl,grocerydelivery,boodschappenbezorgen,0.0
2020-05-10,11,nl,grocerydelivery,boodschappenbezorgen,4.0
2020-05-17,8,nl,grocerydelivery,boodschappenbezorgen,2.0
2020-05-24,9,nl,grocerydelivery,boodschappenbezorgen,2.0
2020-05-31,8,nl,grocerydelivery,boodschappenbezorgen,2.0
2020-06-07,7,nl,grocerydelivery,boodschappenbezorgen,2.0
2020-06-14,12,nl,grocerydelivery,boodschappenbezorgen,5.0
2020-06-21,4,nl,grocerydelivery,boodschappenbezorgen,-8.0
2020-06-28,6,nl,grocerydelivery,boodschappenbezorgen,-5.0
2020-07-05,8,nl,grocerydelivery,boodschappenbezorgen,4.0
2020-07-12,7,nl,grocerydelivery,boodschappenbezorgen,1.0
2020-07-19,10,nl,grocerydelivery,boodschappenbezorgen,1.0
2020-07-26,10,nl,grocerydelivery,boodschappenbezorgen,1.0
2020-08-02,8,nl,grocerydelivery,boodschappenbezorgen,-5.0
